movieId
4164444
1986338
4268598
1851857
4023638
1305903
3546019
3313801
4271894
3742360
1978709
4145476
1301171
3148748
1765009
1291575
4312232
1792928
3066739
1291574
3287562
3319755
3541415
2153526
1858711
3205624
2996640
3289086
1298744
2353023
1759386
3011102
2998270
1438652
3011091
2033822
3011093
2361823
1652587
2334904
3011072
4305436
3986493
3005875
1436900
3990470
1308833
1390020
1390021
1325399
1997685
1978369
3550132
1292262
3148027
3073124
2027938
3072124
3072086
1963070
1464368
3412882
2277018
1470614
3338821
3103678
3190880
2267369
3291930
2297275
2054024
2149806
2147854
2268359
1793912
2028666
2969282
1465829
1945336
2213597
1301746
1305053
2209573
2037012
1485260
2144242
1945330
1412579
1308865
1300299
2357719
1304608
2976111
2326676
1292444
1959877
1979063
1291579
2131459
1291577
1866424
1432146
2156528
2253613
1961963
1422920
1307527
2270390
1294621
1303246
1867345
1950525
1293173
1783457
2138507
3011225
2365260
2156945
2082013
1949328
1337286
1470600
1304102
1793903
1293181
1299327
2154096
1295469
1308570
1306154
1297659
1307748
1304447
1787291
1437342
1291578
2300586
2063528
1297630
1966464
1828115
1760622
1291558
1291858
1793491
1760104
1308776
1292365
1292214
2156704
2212156
2153527
2978224
1308699
1863923
1308799
3901388
1304282
1898223
1299193
1309203
1920805
1457573
1297052
1291875
2038365
1800597
1829230
1297192
1796053
1915312
1915393
1421823
1817253
2018131
1850963
1860528
1451430
1915403
2147121
1296384
1297995
1297756
1295045
1899125
1300505
1781621
1297544
1477894
1483507
1937946
1381964
1806555
1309046
1292656
1307955
1851906
1498831
1484091
1309060
1308843
1294136
1301169
1945549
1793909
1401533
1298525
1292484
1291859
1299513
1309052
1304056
1294037
1293702
1433736
1308482
1296011
1433673
1305179
1295374
1309084
1305068
1295340
1293353
1300868
1295318
1303815
1295253
1474185
1940867
1296717
1305487
1298644
1310185
1300883
1306951
1299680
1292704
1484760
1305355
1297763
1300064
1308655
1294417
1468154
1307043
1439890
1309220
1297223
1306160
1307106
2043126
1790577
1291818
1300618
1794171
2357711
1293318
2043546
1292331
1305088
1796939
1768351
1781126
1308575
1292328
1998799
1845625
1303485
1302476
1307181
1419933
1294990
1418192
1315574
1298070
1304900
1307849
1301912
1302467
1291571
1291572
1291552
1428602
1292728
1295409
1297574
1292396
1307394
1293359
1388175
1307072
1308543
1309163
1294766
1292973
1303173
1305279
1299643
1309078
1465037
1308520
1304022
1307014
1293088
1306612
1298346
1431683
1439831
1498604
1431685
1418019
3335371
1306505
1307315
1781636
1883755
1291844
1807959
1431718
1292523
1449381
1431699
2138382
1292722
1917577
1937401
1829654
1865703
1408100
1307853
1309015
1293399
2085721
1393859
1876781
1419297
1297102
1293555
1308747
1782004
1296909
1301757
1301753
1296629
1298040
1316510
1302769
1306319
1307323
1307694
1308858
1291543
1297747
1304677
1302425
1329936
1297863
1300498
1293351
1306249
1292213
1299398
1291822
1292218
1304397
1291937
1316572
1302303
1938312
1428175
1316505
1780330
1292289
1294927
1292217
1872133
1315316
1291878
1476023
1292286
1927686
1827955
2357707
2286642
2357703
2357701
2279152
1439579
1890784
1914831
1292281
1835843
1299080
1292267
1308753
1292063
1295280
1309020
1767042
1401524
1301174
1418191
1329286
1304530
1306317
1329962
1293867
1308748
1393479
1308338
1291555
1300303
1305713
1292679
1300608
1329562
1307906
1298898
1303203
1297447
1292287
1305265
1303394
1790373
1856299
1878360
1438760
1304826
1401205
1870436
1864810
1860377
1307690
1301168
1817169
1428578
2148619
1431947
1305182
1428577
1298874
1300108
3882715
1428576
1305703
1305466
1308288
1305034
1308076
1422952
1294007
1308573
1308722
1293323
1296436
1299661
1419969
1418605
1306123
1308857
1308741
1291550
1304585
1294950
1900841
1949811
1299288
1951318
1794435
1291582
1433360
1418070
1466394
1304708
1457217
1307914
1291557
1305164
1304141
1291843
1305224
1302795
1949812
1861411
1849031
1309004
1853621
1727557
1308819
1292401
1297291
1307023
1499008
1298759
1291992
1469441
1292279
1292000
1329950
1304485
1292792
1308599
1298653
1303010
1300220
1293135
1305158
1300945
1293460
1293537
1292229
1477448
1295242
1304641
1304854
1309172
1307332
1291544
1296996
1309055
1292274
1301445
1301509
1305065
1293964
1295038
1291869
1293167
1294638
1298624
1308779
1295865
1291586
1291581
1292553
1498818
1777612
1291546
1309044
1300275
1293258
1300528
1293203
1297570
1292064
1297068
1299362
1292271
1291832
1307542
1309054
1292212
1292659
1300374
1293145
1298128
