term, docID
马利欧·巴塔利,['1759386']
马丁·巴拉德,['1759386']
次要,['1607471']
之死,"['1292895', '1607471']"
一宗,"['1292326', '1294621', '1308655', '1607471', '1790577']"
悬案,['1607471']
据调查,['1607471']
台下,"['1467044', '1607471']"
米奇,"['1301171', '1607471']"
宣称,"['1293867', '1308757', '1607471']"
祖父,"['1607471', '2010975']"
密宗,['1607471']
书,"['1292718', '1305713', '1607471', '1858802', '2123510', '3120852', '3420455']"
解答,"['1381964', '1607471', '2230888']"
波伊,"['1301757', '1607471']"
米伦,"['1292267', '1607471', '1866264']"
Maize,['1607471']
海尔,"['1292260', '1292279', '1292348', '1300055', '1307748', '1307955', '1394819', '1607471', '2148391', '3003137']"
缪尔,"['1607471', '1760104']"
艾丽西娅,['1607471']
Forrest,['1607471']
Hibbert,['1607471']
Emmett,['1607471']
霍姆伍,['1607471']
Altieri,"['1295873', '1607471']"
Barth,['1607471']
Nora,['1607471']
Bauer,['1607471']
塔季,['1607471']
扬娜,['1607471']
Carpenter,"['1607471', '1947549']"
Colmus,['1607471']
Cornelison,['1607471']
夺宝,"['1296717', '1607471']"
国家宝藏：夺宝秘笈,['1607471']
海伦·米伦,"['1292267', '1607471', '1866264']"
泰·布利尔,"['1607471', '1866475']"
MichaelMaize,['1607471']
蒂莫西·V·墨菲,['1607471']
艾丽莎·科波拉,['1607471']
阿尔伯特·海尔,"['1292260', '1607471']"
乔·格拉什,['1607471']
比利·安格,['1607471']
布莱德·罗,['1607471']
扎克瑞·戈登,['1607471']
皮特·伍德瓦德,['1607471']
奥利弗·缪尔海德,"['1607471', '1760104']"
拉里·塞达尔,"['1309021', '1607471']"
艾丽西娅·莉·威利斯,['1607471']
娜塔莉·德莱福斯,['1607471']
MichaelStoneForrest,['1607471']
格兰特·汤普森,['1607471']
兰迪·特拉维斯,['1607471']
StephenHibbert,['1607471']
JonathanEmmett,['1607471']
格伦·贝克,"['1292226', '1607471']"
戴维·尤里,['1607471']
本·霍姆伍德,['1607471']
MikeAltieri,['1607471']
迈克·D·安德森,['1607471']
MarkBarth,['1607471']
NoraBauer,['1607471']
塔季扬娜·布鲁切尔,['1607471']
SharonCarpenter-Rose,"['1607471', '1947549']"
TimColmus,['1607471']
AaronCornelison,['1607471']
布鲁斯·艾伦·道森,['1607471']
斯卡利·德尔佩拉,['1607471']
凯莉·多森,['1607471']
利亚姆·费格森,"['1607471', '1947549']"
播报,['3003137']
专题,['3003137']
采访,"['1300055', '1451911', '1786742', '2368641', '3003137']"
击蛋侠,['3003137']
Steven,"['1293258', '1949761', '3003137']"
Seagal,['3003137']
McElligott,['3003137']
全球性,['3003137']
输出,['3003137']
集训,['3003137']
集训营,['3003137']
偷看,"['2054024', '3003137']"
主播,"['3003137', '3550132']"
阿彻,"['1428175', '3003137']"
Len,['3003137']
Cariou,['3003137']
合营,['3003137']
插播,['3003137']
直播,"['1308855', '3003137']"
深思,['3003137']
熟虑,['3003137']
深思熟虑,['3003137']
Kuntz,['3003137']
Hanson,"['1292279', '3003137']"
竹本,"['1381964', '1796053', '2249531', '3003137']"
阿黛尔,['3003137']
Chac,['3003137']
Abigail,"['2301701', '3003137', '3011049']"
Mavity,['3003137']
Brendon,['3003137']
Baerg,['3003137']
琉,"['1793903', '3003137']"
Larissa,['3003137']
Laskin,['3003137']
Sandy,['3003137']
Kenyon,['3003137']
Menning,['3003137']
Kwame,"['1401533', '3003137']"
Boateng,['3003137']
Mousie,['3003137']
Garner,"['2368641', '3003137']"
凡西,"['1292279', '3003137']"
索洛维,['3003137']
Savannah,['3003137']
Haske,['3003137']
大贤,"['1394819', '3003137']"
巴沙,['3003137']
巴沙尔,['3003137']
塔莱,['3003137']
Bosley,['3003137']
Brainard,['3003137']
Dane,"['2297275', '3003137']"
Farwell,['3003137']
波耶尔,['3003137']
Alonzo,['3003137']
Bodden,['3003137']
Pritchett,['3003137']
奇桑姆,['3003137']
Micah,['3003137']
Sauers,['3003137']
Clint,"['1293929', '1309016', '3003137', '3026357']"
Culp,['3003137']
Delaney,['3003137']
Angel,"['1845625', '3003137']"
Cassidy,"['1307542', '3003137']"
Gauge,['3003137']
希格,['3003137']
洋葱电影,['3003137']
肯·竹本,['3003137']
史蒂文·西格尔,['3003137']
阿黛尔·罗宾斯,['3003137']
芭芭拉·普莱恩,"['1309021', '3003137']"
奥兰多·希尔,['3003137']
艾瑞克·斯图汉斯克,['3003137']
DanielChacón,['3003137']
AbigailMavity,['3003137']
BrendonBaerg,['3003137']
兰·卡琉,"['1793903', '3003137']"
LarissaLaskin,['3003137']
SandyKenyon,['3003137']
SamMenning,['3003137']
莎拉·麦克埃利戈特,['3003137']
迈克尔·波顿,['3003137']
KwameBoateng,['3003137']
PaulMousieGarner,['3003137']
理查德·凡西,"['1292279', '3003137']"
阿莱克斯·索洛维茨,['3003137']
SavannahHaske,['3003137']
金大贤,"['1394819', '3003137']"
瑞贝卡·洛曼,['3003137']
吉姆·格里森,['3003137']
索尔·洛佩斯,"['1300055', '3003137']"
巴沙尔·拉海尔,['3003137']
阿米尔·塔莱,['3003137']
布兰登·弗莱彻,['3003137']
ToddBosley,['3003137']
MichaelBrainard,['3003137']
DaneFarwell,['3003137']
肖恩·康罗伊,['3003137']
克里斯托弗·波耶尔,['3003137']
S.E.佩里,['3003137']
迈克尔·哈尔尼,"['1293050', '3003137']"
AlonzoBodden,['3003137']
汤姆·怀特,['3003137']
渡边戈登,['3003137']
MarcAntonioPritchett,['3003137']
约翰·维内尔,['3003137']
大卫·奇桑姆,['3003137']
MicahSauers,['3003137']
ClintCulp,['3003137']
保罗·谢尔,['3003137']
詹姆斯·M.康纳,"['1972698', '3003137']"
MichaelDelaney,['3003137']
吉姆·拉什,['3003137']
AngelCassidy,['3003137']
艾瑞克·希格尔,['3003137']
莎车,['1439890']
欢迎仪式,['1439890']
天规,['1439890']
来客,['1439890']
天外来客,['1439890']
拿起,['1439890']
竟拿起,['1439890']
大刀,['1439890']
情癫,['1439890']
情癫大圣,['1439890']
王室,['1866264']
疏离,"['1307748', '1308338', '1422952', '1866264']"
不关,['1866264']
漠不关心,['1866264']
伊丽沙,['1866264']
Mirren,['1866264']
民心,['1866264']
躲到,"['1292207', '1299383', '1329962', '1866264']"
行宫,['1866264']
Sheen,"['1292260', '1866264']"
首相,"['1309078', '1866264', '2230906', '3120852']"
各方,"['1866264', '4190211']"
信任危机,['1866264']
修好,"['1291838', '1295815', '1866264']"
树立,"['1292226', '1301726', '1866264']"
树立权威,['1866264']
杰宁斯,['1866264']
西姆斯,"['1866264', '2147854']"
拉法恩,['1866264']
巴泽利,['1866264']
弗思,['1866264']
巴雷特,"['1309020', '1866264', '3018122']"
英国女王,['1866264']
阿历克斯·杰宁斯,['1866264']
罗杰·阿拉姆,['1866264']
西尔维娅·西姆斯,['1866264']
蒂姆·迈克穆兰,['1866264']
罗宾·索恩斯,['1866264']
道格拉斯·瑞斯,['1866264']
帕特·拉法恩,['1866264']
格雷·欧布莱恩,['1866264']
马克·巴泽利,['1866264']
朱利安·弗思,['1866264']
艾略特·利维,['1866264']
沃尔夫冈·皮索尔斯,['1866264']
保罗·巴雷特,"['1866264', '3018122']"
假释,"['1297862', '1301578']"
操起,['1301578']
老本,"['1291838', '1301578', '1303630']"
本行,"['1291838', '1301578', '1303630']"
老本行,"['1291838', '1301578', '1303630']"
赌城,"['1292344', '1301578', '1471507', '1793909', '3233761']"
Andy,"['1292344', '1301578', '1760104', '1781597']"
Garcia,"['1292216', '1292344', '1301578', '1307542', '1578685']"
一亿,"['1292344', '1301578']"
五千万,['1301578']
一亿五千万,['1301578']
来头,['1301578']
来头不小,['1301578']
精挑细选,['1301578']
扑克,['1301578']
提斯,"['1301578', '1765009', '1986338']"
爆破,['1301578']
扒手,"['1301578', '2976123']"
杂技,"['1301578', '4004731']"
杂技演员,['1301578']
精密,"['1301578', '1305903']"
维加,"['1301578', '1793909', '3233761']"
维加斯,"['1301578', '1793909', '3233761']"
拉斯维加斯,"['1301578', '1793909', '3233761']"
波澜起伏,['1301578']
秦少波,"['1292344', '1301578', '1471507']"
十一,['1301578']
十一罗汉,['1301578']
斯科特·凯恩,"['1297544', '1301578', '1471507']"
埃利奥特·古尔德,"['1301578', '1471507']"
听证,"['1308753', '3066739']"
听证会,['1308753']
大法,['1308753']
大法官,['1308753']
天内,['1308753']
地帮,['1308753']
夫婿,['1308753']
几经,"['1295399', '1296909', '1303021', '1308655', '1308753', '1482911', '3011051']"
派恩,"['1308753', '1509868', '2132932']"
姨丈,"['1308753', '3262939']"
珊达,['1308753']
卡鲁姆,['1308753']
雷文,['1308753']
史宾塞,"['1308753', '3041294']"
埃莉诺,"['1293353', '1293825', '1296157', '1299193', '1308753', '1467044']"
Peggy,['1308753']
Crosby,"['1293825', '1308753']"
Kamilla,['1308753']
Bjorlin,['1308753']
卡茨,['1308753']
克卢格曼,"['1293182', '1308753', '2144242']"
沃格特,['1308753']
哥特,"['1294941', '1308753']"
帆足佳佑,['1308753']
Jensen,['1308753']
梅瑞狄,['1308753']
奈瑞贝科,['1308753']
Golden,['1308753']
Zrinka,['1308753']
Domic,['1308753']
公主日记2,['1308753']
克里斯·派恩,"['1308753', '1509868', '2132932']"
卡鲁姆·布鲁,['1308753']
汤姆·波士顿,['1308753']
金·汤普森,"['1308753', '1793903']"
雷文-西蒙尼,['1308753']
拉里·米勒,"['1293825', '1308753']"
马修·沃克,['1308753']
史宾塞·布瑞斯林,['1308753']
埃莉诺·多纳约,"['1293825', '1308753']"
AmyEdwards,['1308753']
乔·史密斯,['1308753']
PeggyCrosby,['1308753']
KamillaBjorlin,['1308753']
斯科特·马歇尔,"['1293825', '1308753']"
克劳迪娅·卡茨,['1308753']
布赖恩·克卢格曼,"['1308753', '2144242']"
保罗·沃格特,['1308753']
埃里克·罗温,['1308753']
保罗·威廉姆斯,['1308753']
彼得·艾伦·沃哥特,['1308753']
夏恩·帕特洛,['1308753']
JeffreyScottJensen,['1308753']
梅瑞狄斯·帕特森,['1308753']
安娜·奈瑞贝科,['1308753']
BradGolden,['1308753']
ZrinkaDomic,['1308753']
伊莎贝拉·霍夫曼,['1308753']
历史博物馆,['2257732']
拉瑞,"['1292260', '2257732']"
Stiller,"['1994876', '2257732']"
家电,['2257732']
脱口,['2257732']
脱口秀,['2257732']
访谈,['2257732']
春风得意,['2257732']
故地,"['1790577', '2257732']"
重游,['2257732']
故地重游,['2257732']
更新,"['1309045', '2257732']"
展品,['2257732']
挪到,['2257732']
史密森,['2257732']
重振,['2257732']
雄风,['2257732']
共同努力,['2257732']
拿破仑,['2257732']
伊凡雷,['2257732']
帝,['2257732']
劲敌,"['1878360', '2257732', '3006302']"
古埃及,"['1297659', '2257732']"
列农本,['2257732']
格斯特,['2257732']
夏巴,['2257732']
库根,"['1806555', '2257732']"
博恩瑟,"['2257732', '3120852']"
拉米,"['1305158', '1306666', '1450031', '2257732']"
米苏,['2257732']
博物馆奇妙夜2,['2257732']
克里斯托弗·格斯特,['2257732']
阿兰·夏巴,['2257732']
史蒂夫·库根,"['1806555', '2257732']"
乔·博恩瑟,"['2257732', '3120852']"
拉米·马雷克,['2257732']
米苏·贝克,['2257732']
憨豆,['1829654']
Rowan,['1829654']
Atkinson,['1829654']
行囊,"['1829654', '3217122']"
圆,"['1304826', '1431685', '1829654']"
先锋,"['1829654', '1947091', '2148257']"
先锋派,['1829654']
之梦,['1829654']
后果,"['1293258', '1829654']"
不顾后果,['1829654']
带上,"['1293353', '1305068', '1307766', '1308855', '1827955', '1829654']"
那位,"['1303630', '1829654']"
走散,['1829654']
语言不通,"['1306939', '1788392', '1829654']"
闹笑话,"['1461964', '1829654']"
绑架者,['1829654']
入围,"['1829654', '1865703', '3074303']"
嘎纳,['1829654']
德莱克,['1829654']
鲍德里,['1829654']
埃玛,['1829654']
科内,"['1760104', '1829654']"
雷谢夫,['1829654']
黄金周,"['1418640', '1829654']"
憨豆的黄金周,['1829654']
马克思·鲍德里,['1829654']
埃玛·德·科内,['1829654']
让·雷谢夫,['1829654']
窗外,"['1431947', '3233761']"
白兔,['1431947']
小白兔,['1431947']
因有,"['1431947', '3264045']"
萝卜,"['1302769', '1431947', '3111355']"
吵嚷,['1431947']
受冷,['1431947']
感冒,"['1431947', '4312232']"
安心,"['1296157', '1431947', '3289086']"
烤火,['1431947']
堆个,['1431947']
雪,"['1307394', '1431947', '1457218', '1457573', '4059245']"
堆,"['1431947', '1464368']"
冷,"['1307332', '1431947']"
进屋,['1431947']
摆手,['1431947']
恍然,"['1401524', '1431947']"
恍然大悟,['1431947']
奋不顾身,"['1291565', '1431947']"
地冲进,['1431947']
嵇鸿,['1431947']
雪孩子,['1431947']
轰炸,['1296909']
几名,"['1292260', '1296909', '1438093']"
跳伞,['1296909']
鸳鸯,['1296909']
暗号,['1296909']
降落,"['1293317', '1294362', '1296909', '1298874', '1299769', '1994876', '4057312']"
占领区,['1296909']
胡子,"['1296909', '1434184']"
大胡子,"['1296909', '1434184']"
中队,['1296909']
中队长,['1296909']
雷金纳德,"['1293182', '1296909']"
所救,"['1296909', '1394324', '1786739', '3074503']"
油漆,['1296909']
漆匠,['1296909']
油漆匠,['1296909']
奥古斯德,['1296909']
掩藏,['1296909']
接上,['1296909']
微薄,"['1294371', '1296909']"
相迭生,['1296909']
虎口,['1296909']
逃出虎口,['1296909']
达妮,['1296909']
塔贝,['1296909']
奈斯,['1296909']
安德丽,['1296909']
马凯,['1296909']
本诺,['1296909']
岑,['1296909']
布瓦,['1296909']
杜布瓦,['1296909']
西戈德,['1296909']
赖因,"['1292207', '1296909']"
科尔德,"['1292207', '1296909']"
普雷,['1296909']
居伊,"['1292281', '1296909']"
莫多,['1296909']
吕迪,"['1296909', '2044089']"
勒努瓦,['1296909']
萨布隆,['1296909']
博杜因,['1296909']
戈班,['1296909']
梅塞,['1296909']
脱险,"['1296909', '1477448']"
虎口脱险,['1296909']
路易·德·菲奈斯,['1296909']
布尔维尔,['1296909']
克劳迪奥·布鲁克,['1296909']
安德丽·帕里西,['1296909']
科莱特·布罗塞,['1296909']
迈克·马歇尔,['1296909']
玛丽·马凯,['1296909']
皮埃尔·贝尔坦,['1296909']
本诺·施特岑巴赫,['1296909']
玛丽·杜布瓦,['1296909']
特里-托马斯,['1296909']
西戈德·拉普,['1296909']
赖因哈德·科尔德霍夫,"['1292207', '1296909']"
赫尔穆特·施奈德,['1296909']
保罗·普雷博伊斯特,['1296909']
汉斯·迈尔,['1296909']
居伊·格罗索,['1296909']
米歇尔·莫多,['1296909']
彼得·雅各布,['1296909']
吕迪·勒努瓦,['1296909']
诺埃尔·达扎尔,['1296909']
皮埃尔·鲁塞尔,['1296909']
皮埃尔·巴斯蒂安,['1296909']
雅克·萨布隆,['1296909']
玛格·阿夫里尔,['1296909']
雅克·博杜因,['1296909']
加布里埃尔·戈班,['1296909']
保罗·梅塞,['1296909']
亨利·热内斯,['1296909']
世杰,['1950525']
惹事,['1950525']
不学,"['1292268', '1950525']"
不学无术,"['1292268', '1950525']"
叔,['1950525']
庇护所,['1950525']
第一晚,['1950525']
汽水,"['1866475', '1950525']"
扔进,['1950525']
垃圾桶,"['1950525', '2978224']"
立叔,['1950525']
帮世杰,['1950525']
打篮球,['1950525']
寻亲,"['1844413', '1950525']"
志杰,['1950525']
远扬,"['1291838', '1950525']"
丁伟,['1950525']
许可,"['1950525', '3882715']"
中锋,['1950525']
萧岚,['1950525']
打进,['1950525']
球赛,"['1765009', '1950525']"
篮球赛,"['1765009', '1950525']"
李天,['1950525']
颓废,"['1950525', '2147121', '2279772', '4249355']"
球场,['1950525']
篮球场,['1950525']
一败涂地,['1950525']
心理战,['1950525']
延平,"['1408312', '1950525', '4323732']"
朱延平,"['1408312', '1950525', '4323732']"
林超荣,['1950525']
宥,['1950525']
楚河,['1950525']
吴宗宪,"['1950525', '4323732']"
李立群,"['1299889', '1950525']"
大灌篮,['1950525']
陈楚河,['1950525']
从爱媛,['1438760']
广告代理,['1438760']
永尾,['1438760']
完治,['1438760']
织田,['1438760']
织田裕二,['1438760']
忐忑,"['1293181', '1438760']"
女同事,"['1438760', '3078609']"
赤名莉香,['1438760']
保奈,['1438760']
美饰,"['1323749', '1438760']"
笑颜,['1438760']
爱称,['1438760']
谐音,['1438760']
了莉香,['1438760']
有森,['1438760']
实饰,"['1295399', '1438760']"
心态,"['1431683', '1438760', '1997681', '2297265', '3607666']"
长崎,['1438760']
千堂,['1438760']
秋穗饰,['1438760']
感情纠葛,"['1438760', '1478186', '2154868']"
完治会,['1438760']
永山,['1438760']
耕三,"['1438760', '1865703', '2357707']"
欧彦坂元裕,['1438760']
柴门,['1438760']
保奈美,['1438760']
秋穗,['1438760']
东京爱情故事,['1438760']
铃木保奈美,['1438760']
有森也实,['1438760']
千堂秋穗,['1438760']
伊朗,"['1303021', '1962116']"
插,"['1962116', '3233761']"
Marjane,['1962116']
Satrapi,['1962116']
社会变迁,['1962116']
伊斯兰,['1962116']
斯兰教,['1962116']
伊斯兰教,['1962116']
动荡,"['1292268', '1806543', '1962116', '2181930', '4097023']"
动荡不安,['1962116']
苦不堪言,['1962116']
九岁,"['1962116', '2230906', '4145476']"
早熟,"['1329962', '1962116']"
瞒过,['1962116']
朋克,"['1296011', '1962116']"
两伊,['1962116']
伊朗人,['1962116']
心理障碍,"['1962116', '1997685']"
认可,['1962116']
洗礼,"['1315316', '1962116']"
严苛,['1962116']
专制,"['1306730', '1962116']"
玛嘉,['1962116']
莎塔,['1962116']
琵玛嘉,['1962116']
琵,['1962116']
雅拉,['1962116']
洛普斯,['1962116']
贝尼茨,['1962116']
蒂莉,['1962116']
埃尔马,['1962116']
姆利,['1962116']
格克齐,['1962116']
我在伊朗长大,['1962116']
齐雅拉·马斯楚安尼,['1962116']
达尼埃尔·达里约,['1962116']
加布里埃尔·洛普斯·贝尼茨,['1962116']
弗朗索瓦·杰罗斯梅,['1962116']
蒂莉·曼德布洛特,['1962116']
苏菲·艾崔,['1962116']
阿里耶·埃尔马莱,['1962116']
马蒂亚斯·姆利库斯,['1962116']
西恩·潘,"['1292279', '1296384', '1307748', '1308599', '1962116', '2336737']"
马修·格克齐,['1962116']
昏庸,"['1308111', '3754946']"
保家,['3754946']
卫国,"['1297068', '3279107', '3606975', '3754946']"
保家卫国,['3754946']
屡建,['3754946']
功勋,['3754946']
锦衣,"['1297304', '3754946']"
锦衣卫,"['1297304', '3754946']"
奸佞,['3754946']
世人,"['1291824', '2131654', '3018123', '3754946']"
因谋权,['3754946']
施以,"['1307748', '2131654', '3754946']"
刖,['3754946']
刑,['3754946']
亲王,"['2286012', '3754946']"
庆亲王,['3754946']
塞北,['3754946']
然,"['1395776', '1850963', '1860528', '3754946']"
精忠,['3754946']
重来,"['1292049', '1418191', '1433673', '3754946']"
卷土重来,"['1292049', '1418191', '1433673', '3754946']"
苟从,['3754946']
格杀,['3754946']
格杀勿论,['3754946']
青龙,['3754946']
中因,"['2046839', '3754946']"
委身,"['1299624', '3607666', '3609075', '3754946']"
镖局,"['1300265', '3754946']"
以图,['3754946']
大漠,['3754946']
镖头,['3754946']
乔花,['3754946']
天鹰,['3754946']
判官,['3754946']
吴尊,['3754946']
义女,['3754946']
脱脱,['3754946']
徐子珊,"['2214140', '3647523', '3754946', '4062922']"
赶至,['3754946']
雁门,['3754946']
雁门关,['3754946']
李仁港,"['1947091', '3754946']"
陈观泰,"['1478926', '3754946']"
2000,"['1304677', '1937502', '1963067']"
阿富汗,['1937502']
阿富汗人,['1937502']
Khalid,['1937502']
Abdalla,['1937502']
1978,"['1418019', '1937502']"
喀布尔,['1937502']
Zekiria,['1937502']
Ebrahimi,['1937502']
Ahmad,['1937502']
Mahmoodzada,['1937502']
斗,"['1309220', '1937502', '3041294']"
风筝,['1937502']
难忘,"['1292718', '1308480', '1844413', '1937502']"
终身难忘,['1937502']
过上,"['1308749', '1937502']"
Rahim,['1937502']
KhanShaun,['1937502']
Toub,['1937502']
打来,['1937502']
Sohrab,['1937502']
Danish,['1937502']
Bakhty,['1937502']
Ari,['1937502']
启齿,['1937502']
难以启齿,['1937502']
胡赛,['1937502']
尼赫,['1937502']
立德,['1937502']
阿卜杜拉,['1937502']
阿托,['1937502']
追风筝的人,['1937502']
赫立德·阿卜杜拉,['1937502']
阿托莎·利奥妮,['1937502']
偷生,"['1298443', '1298744']"
苟且偷生,"['1298443', '1298744']"
来历,"['1298744', '1300303', '1307696']"
志愿,"['1292895', '1298744']"
愿者,['1298744']
志愿者,['1298744']
那场,"['1298744', '3312344']"
Madeleine,['1298744']
Stowe,['1298744']
诊断,['1298744']
查清,"['1298744', '1300741']"
费城,"['1293145', '1298744']"
!,"['1297478', '1298744']"
列姆,"['1295384', '1298744']"
珍妮特,"['1292270', '1293181', '1298744']"
塞达,['1298744']
Melito,['1298744']
禅斯,['1298744']
Walls,['1298744']
Florence,['1298744']
Raymond,"['1293258', '1298744', '1308520']"
欧内斯特,"['1294371', '1298744', '3007826']"
布巴,['1298744']
Irma,['1298744']
St,"['1298744', '2357708']"
Paule,['1298744']
Kirkpatrick,['1298744']
十二猴子,['1298744']
玛德琳·斯托,['1298744']
乔恩·塞达,['1298744']
JosephMelito,['1298744']
迈克尔·禅斯,['1298744']
弗农·坎贝尔,['1298744']
H.MichaelWalls,['1298744']
BobAdrian,['1298744']
西蒙·琼斯,"['1292267', '1298744']"
CarolFlorence,['1298744']
BillRaymond,['1298744']
欧内斯特·阿布巴,['1298744']
IrmaSt.Paule,['1298744']
乔伊佩里洛,"['1293145', '1298744']"
BruceKirkpatrick,['1298744']
李察,['1293825']
身家,"['1293825', '1432972']"
企业家,['1293825']
出差,"['1293181', '1293825', '1408312']"
借来,['1293825']
高级轿车,['1293825']
红灯区,['1293825']
薇薇安,"['1293825', '1306730']"
茱丽娅,['1293825']
问路,['1293825']
情面,['1293825']
碍于情面,['1293825']
一周,"['1293825', '1307762', '2149804', '2253613', '2297265', '3011102']"
充当,"['1293825', '1464338', '1947549']"
女伴,['1293825']
醋意,"['1293825', '1308819', '1325399']"
劳顿,['1293825']
圣吉,"['1292341', '1293825']"
亚科,"['1292341', '1293825']"
Judith,"['1292279', '1293825']"
Baldwin,['1293825']
Randal,['1293825']
Tracy,"['1293825', '1304485', '2256034']"
Bjork,['1293825']
Gary,"['1292226', '1293317', '1293537', '1293825', '1301746']"
比伊,['1293825']
加洛,['1293825']
Campanella,['1293825']
萨皮恩扎,"['1293825', '2350904']"
Everbeck,['1293825']
Stacy,['1293825']
Keach,['1293825']
Sr,['1293825']
Lucinda,['1293825']
Nelson,"['1293825', '2002683']"
Rutledge,['1293825']
Simone,['1293825']
漂亮女人,['1293825']
拉尔夫·贝拉米,['1293825']
劳拉·圣吉亚科莫,"['1292341', '1293825']"
阿莱克斯·海德-怀特,['1293825']
JudithBaldwin,['1293825']
JasonRandal,['1293825']
比尔·阿普勒鲍姆,['1293825']
TracyBjork,['1293825']
GaryGreene,['1293825']
比伊·加洛,['1293825']
琳达·古德弗,['1293825']
FrankCampanella,['1293825']
阿尔·萨皮恩扎,"['1293825', '2350904']"
詹姆斯·帕特里克·斯图阿特,['1293825']
戴·扬,['1293825']
R.C.Everbeck,['1293825']
StacyKeachSr.,['1293825']
LucindaCrosby,['1293825']
LloydNelson,['1293825']
汤姆·诺兰,['1293825']
约翰·大卫·卡森,['1293825']
阿姆齐·斯特里克兰,['1293825']
PaulBradley,['1293825']
利欧·哈克福德,['1293825']
盖瑞·马歇尔,['1293825']
RandallRutledge,['1293825']
JohnSimone,['1293825']
淘气,"['1295250', '1866424', '1892510', '2148394', '3157605']"
能放,['1295250']
镭射,['1295250']
Marsden,['1295250']
Halle,"['1295250', '1304608', '1401524']"
Berry,"['1295250', '1304608', '1401524', '1867345']"
隔空,['1295250']
取物,['1295250']
心电,['1295250']
电感,['1295250']
电感应,['1295250']
心电感应,['1295250']
琴葛蕾,['1295250']
Famke,"['1295250', '1401524']"
Janssen,"['1295250', '1401524']"
金钢,"['1295250', '1305724']"
独来独往,['1295250']
拉拢,"['1295250', '1307762']"
孤傲,['1295250']
万磁王,"['1295250', '1305724', '1401524']"
亦正亦邪,['1295250']
海特,"['1295250', '1305724', '1972698']"
罗梅恩,"['1295250', '1305724', '1401524']"
X战警,['1295250']
法米克·詹森,"['1295250', '1305724', '1401524', '2124586']"
哈莉·贝瑞,"['1295250', '1304608', '1305724', '1401524']"
丽贝卡·罗梅恩,"['1295250', '1305724', '1401524']"
布鲁斯·戴维森,['1295250']
垂暮,['1294240']
之年,"['1294240', '1299889', '1303485', '1308620', '2147854']"
垂暮之年,['1294240']
转投,['1294240']
酷爱,"['1294240', '1300220']"
私生,"['1294240', '1299680', '1422952']"
私生子,"['1294240', '1299680', '1422952']"
家业,"['1294240', '3445526']"
三代,['1294240']
第三代,['1294240']
爱女,"['1294240', '1464338', '1786739', '1864810']"
和文,['1294240']
资产,['1294240']
合法化,['1294240']
教廷,['1294240']
梵蒂冈,"['1294240', '1927369']"
梵蒂冈教廷,['1294240']
关系网,['1294240']
屹立,['1294240']
教皇,"['1294240', '1439831', '1927369']"
拉阿尔,['1294240']
瓦朗,['1294240']
敦尔,['1294240']
当纳利,['1294240']
韦洛,['1294240']
教父3,['1294240']
乔治·汉密尔顿,['1294240']
布里吉特·方达,['1294240']
雷夫·瓦朗,['1294240']
弗兰克·德安布罗西奥,['1294240']
敦尔·当纳利,['1294240']
赫尔穆特·贝格,['1294240']
唐·诺韦洛,['1294240']
游走,"['1305666', '1309021', '1482077']"
想以,['1309021']
撒旦,"['1309021', '1873750']"
插足,['1309021']
自杀者,['1309021']
门票,['1309021']
女警,"['1293317', '1300608', '1309021', '2190934', '2270390', '2357701']"
长加,['1309021']
加思,['1309021']
布劳得宾,['1309021']
佩罗,['1309021']
盖文,['1309021']
奎南,"['1301746', '1309021']"
苏赞尼,['1309021']
王恩,['1309021']
Buniel,['1309021']
耶森,['1309021']
Connor,"['1305333', '1309021']"
Dylan,['1309021']
Wryn,['1309021']
瓦尔迪,"['1302061', '1309021']"
阿历,['1309021']
詹卓,['1309021']
阿兹林,['1309021']
迪茨,['1309021']
Joey,"['1293317', '1304608', '1309021']"
Gowdy,['1309021']
Domino,['1309021']
Harvey,"['1300945', '1309021', '2336737']"
安德烈斯,['1309021']
Erik,['1309021']
Rusnak,['1309021']
萨莱,['1309021']
盖文·罗斯戴尔,['1309021']
弗朗西斯·奎南,"['1301746', '1309021']"
苏赞尼·王恩,['1309021']
塔诺埃·里德,['1309021']
QuinnBuniel,['1309021']
安·里耶森,['1309021']
ConnorDylanWryn,['1309021']
杰瑞米·雷·瓦尔迪兹,['1309021']
凯文·阿历詹卓,['1309021']
瓦莱丽·阿兹林,['1309021']
艾琳·迪茨,['1309021']
JoeyPaulGowdy,['1309021']
DominoHarvey,['1309021']
迈克尔·凯斯,['1309021']
安德烈斯·朗多罗,['1309021']
ErikRusnak,['1309021']
丹尼·萨莱,['1309021']
查德·斯塔赫斯基,['1309021']
托尼·斯威夫特,['1309021']
方世玉,"['1295485', '1297763']"
抱不平,"['1297763', '1438093']"
打抱不平,"['1297763', '1438093']"
他闻,['1297763']
设下,"['1297763', '1298909', '1304677', '1464540', '1892531']"
招亲,"['1297763', '2239286', '3804746']"
比武招亲,"['1297763', '3804746']"
听讲,"['1297763', '2297265']"
貌美如花,['1297763']
赢,"['1292216', '1297763', '1309084']"
打赢,['1297763']
岳母,"['1291836', '1297763']"
李小环时,['1297763']
阵风,['1297763']
一阵风,['1297763']
吹过,['1297763']
台上,"['1297763', '1299745', '1299889', '2037796']"
盖头,['1297763']
丑女,"['1297763', '2037796']"
认输,['1297763']
大吉,['1297763']
溜之大吉,['1297763']
