term, docID
嘲笑,"['1293172', '1295253', '1305065', '1307853', '1308755', '1431718', '1436870', '1915312', '1961963', '2132932']"
还,"['1291581', '1291818', '1291832', '1291868', '1291870', '1292056', '1292062', '1292063', '1292207', '1292212', '1292216', '1292217', '1292218', '1292226', '1292234', '1292267', '1292274', '1292344', '1292348', '1292402', '1293172', '1293182', '1293359', '1293765', '1294007', '1294417', '1294621', '1294990', '1295965', '1296078', '1296157', '1296253', '1296717', '1297018', '1297291', '1297756', '1297862', '1298070', '1299513', '1300056', '1300069', '1300220', '1300528', '1300616', '1300618', '1302100', '1302827', '1303246', '1304643', '1304677', '1304854', '1305355', '1305466', '1305487', '1306541', '1306666', '1306730', '1307014', '1307394', '1307740', '1307955', '1308573', '1308620', '1308655', '1308748', '1308757', '1308804', '1308807', '1308827', '1308831', '1308833', '1308854', '1309020', '1309060', '1309101', '1315574', '1329562', '1390021', '1394819', '1401533', '1419297', '1419581', '1419936', '1422920', '1428578', '1428581', '1428602', '1431683', '1433330', '1451430', '1457707', '1461964', '1464368', '1467044', '1477448', '1477894', '1585146', '1727557', '1760622', '1765009', '1767042', '1780330', '1783772', '1787277', '1787291', '1793491', '1827955', '1828115', '1844413', '1851857', '1858802', '1866475', '1870044', '1892510', '1892531', '1899125', '1915393', '1917074', '1920796', '1947089', '1949328', '1950525', '1951318', '1978369', '1978709', '1997679', '2032236', '2043546', '2054026', '2080133', '2082013', '2132495', '2138382', '2147121', '2154859', '2157131', '2209573', '2213597', '2257732', '2334814', '2354729', '2368641', '2976111', '2983389', '3003137', '3006302', '3011072', '3078609', '3217122', '3250377', '3289086', '3319755', '3335371', '3420455', '3552028', '3607666', '3642866', '3718447', '3777800', '3793023', '3820191', '3824672', '4062922', '4707230', '4739952']"
文革,['1293172']
风风,"['1293172', '1305164', '1393859']"
风雨,"['1291565', '1292047', '1292052', '1293172', '1297192', '1300395', '1305487', '1393859', '1418192', '1433360', '2154859']"
风风雨雨,"['1293172', '1393859']"
留下,"['1291585', '1291842', '1291853', '1291870', '1291878', '1292048', '1292234', '1292288', '1292396', '1293172', '1293399', '1293555', '1293825', '1293929', '1294408', '1294621', '1294638', '1295229', '1296753', '1297192', '1298759', '1300055', '1300056', '1300608', '1302795', '1304073', '1305487', '1305541', '1307847', '1308819', '1308843', '1308857', '1309045', '1315570', '1316580', '1329950', '1461985', '1499008', '1578685', '1764730', '1781126', '1787291', '1872133', '1891179', '1947144', '1950148', '1997681', '1997685', '2081098', '2239286', '2257732', '2279772', '2361823', '3007826', '3053521', '3126196', '3149087', '3387546']"
斑斑,['1293172']
伤痕,"['1293172', '1418605', '3734350']"
贝纳尔,"['1291564', '1291856', '1291878', '1292216', '1293172', '1300353', '1309015', '1498818']"
贝托鲁奇,"['1291564', '1291856', '1293172', '1300353']"
马克,"['1291549', '1291552', '1291562', '1291571', '1291824', '1291828', '1291844', '1291856', '1292052', '1292211', '1292212', '1292215', '1292217', '1292224', '1292229', '1292260', '1292267', '1292270', '1292274', '1292275', '1292370', '1292722', '1292849', '1292973', '1293135', '1293145', '1293167', '1293172', '1293234', '1293258', '1293353', '1293530', '1293531', '1294639', '1294766', '1295120', '1295124', '1296011', '1296078', '1297018', '1297570', '1297689', '1298744', '1299769', '1300220', '1300555', '1300618', '1300945', '1300960', '1301345', '1301726', '1301746', '1301757', '1303139', '1304447', '1304585', '1304608', '1304643', '1304854', '1305333', '1305541', '1306666', '1307332', '1307847', '1307955', '1308755', '1308767', '1308776', '1308777', '1308819', '1308831', '1308848', '1309043', '1309055', '1309069', '1309084', '1309103', '1309199', '1309201', '1315316', '1315574', '1337286', '1395776', '1401535', '1418190', '1418192', '1418834', '1422920', '1432146', '1433330', '1433577', '1474185', '1478064', '1482077', '1485260', '1578503', '1607471', '1756584', '1777612', '1780330', '1781126', '1783457', '1792928', '1793903', '1793912', '1794171', '1820156', '1829654', '1851906', '1853176', '1857099', '1863955', '1866264', '1866475', '1867335', '1892531', '1898223', '1914652', '1926007', '1937401', '1937502', '1945336', '1946882', '1947549', '1949761', '1978709', '2028645', '2037012', '2044089', '2046839', '2078864', '2124586', '2146991', '2156528', '2161696', '2256034', '2295401', '2297265', '2334904', '2350904', '2998270', '3007826', '3008247', '3011049', '3018122', '3072086', '3072124', '3074503', '3078386', '3148748', '3157605', '3190880', '3205624', '3442220', '3986493', '3990470']"
派,"['1291833', '1291841', '1292052', '1292370', '1292396', '1292704', '1293135', '1293167', '1293172', '1294639', '1295253', '1295280', '1295409', '1296078', '1297223', '1297862', '1298525', '1298644', '1298744', '1299059', '1300656', '1301753', '1304608', '1304826', '1305068', '1306160', '1307793', '1308848', '1308974', '1315316', '1329936', '1395776', '1400868', '1418834', '1436870', '1835843', '1863923', '1870044', '1922273', '1927369', '1978709', '2156663', '2239286', '2257732', '3041806', '3291930', '3578981']"
普罗,"['1291549', '1292052', '1293172', '1297131', '1307853', '2357708', '4739952']"
陈冲,"['1293172', '1302795', '1766086', '1828115', '3053521', '4707230']"
邬君梅,"['1293172', '3268216', '3543690', '3609075']"
彼得,"['1291548', '1291552', '1291558', '1291562', '1291571', '1291572', '1291578', '1291836', '1291844', '1291853', '1292062', '1292063', '1292064', '1292212', '1292222', '1292224', '1292233', '1292341', '1292347', '1292504', '1292528', '1292720', '1292849', '1292973', '1293135', '1293172', '1293399', '1293702', '1294136', '1294941', '1295120', '1295644', '1296339', '1296753', '1296909', '1296992', '1297570', '1297630', '1298038', '1299131', '1299745', '1300528', '1301171', '1301890', '1302100', '1302987', '1304643', '1306612', '1307690', '1308751', '1308753', '1308755', '1308757', '1308776', '1308843', '1308851', '1309021', '1309043', '1309172', '1315316', '1417946', '1418190', '1418752', '1419297', '1433673', '1437342', '1451911', '1482077', '1585236', '1607471', '1652587', '1765009', '1793491', '1793903', '1793909', '1794171', '1806555', '1853176', '1858802', '1866475', '1867335', '1870044', '1876781', '1890157', '1892531', '1947549', '1949312', '1950148', '1979063', '1986338', '2033822', '2037012', '2223596', '2297265', '2300586', '2357162', '2998270', '3011093', '3011102', '3011308', '3148027', '3148748', '3289086', '3734350', '4164444']"
奥,"['1291822', '1291878', '1292052', '1292063', '1292212', '1292262', '1292270', '1292720', '1292722', '1292973', '1293172', '1293818', '1293839', '1293964', '1294990', '1295340', '1296909', '1297995', '1298624', '1300353', '1301345', '1303139', '1305487', '1306154', '1306471', '1307332', '1307542', '1307847', '1308751', '1308757', '1309027', '1315316', '1329950', '1418190', '1428175', '1433577', '1438652', '1474185', '1793491', '1866424', '1867335', '1945336', '1978709', '1981242', '2037012', '2148257', '2153526', '2334904', '3006772', '3077791', '3541415', '3552028', '4190211']"
图尔,"['1291558', '1292049', '1292271', '1292528', '1292722', '1293135', '1293172', '1293460', '1293818', '1294408', '1295250', '1298038', '1298070', '1299080', '1304485', '1305724', '1308620', '1308751', '1308779', '1309016', '1309069', '1315574', '1401524', '1792928', '1793491', '1806543', '1867335', '1905462', '1949328', '2010975', '2223596', '2268359', '3073124', '3077791', '3148027', '3289086']"
英若诚,['1293172']
吴涛,['1293172']
黄,"['1293172', '1293607', '1297068', '1302467', '1304141', '1307323', '1307739', '1308575', '1323749', '1329286', '1947089', '2157131', '2214140', '2256034', '2277018', '3036997', '3073124', '3158990', '3543690', '3742360', '3804470', '3804746', '4009651']"
自强,"['1292720', '1293172', '1293475', '1297863', '1298443']"
丹尼,"['1291544', '1291545', '1291564', '1291578', '1291579', '1291581', '1291828', '1291833', '1291844', '1291859', '1291869', '1291878', '1291990', '1292055', '1292062', '1292212', '1292216', '1292224', '1292225', '1292226', '1292229', '1292260', '1292262', '1292271', '1292344', '1292348', '1292528', '1292553', '1292659', '1292720', '1292722', '1292728', '1292849', '1292973', '1293088', '1293135', '1293145', '1293167', '1293172', '1293173', '1293317', '1293350', '1293353', '1294262', '1294362', '1294408', '1294766', '1295038', '1295644', '1295686', '1296992', '1296996', '1297102', '1297131', '1297570', '1299131', '1299362', '1300267', '1300300', '1300618', '1300945', '1301171', '1301578', '1301726', '1302987', '1303246', '1304141', '1304585', '1304608', '1304643', '1305333', '1305666', '1306154', '1307181', '1307542', '1307748', '1307853', '1307955', '1308570', '1308767', '1308779', '1308819', '1309021', '1309044', '1309055', '1309060', '1309078', '1309084', '1309199', '1315316', '1395776', '1417598', '1417946', '1418190', '1422920', '1433330', '1437342', '1438652', '1457217', '1471507', '1477894', '1482072', '1485260', '1578507', '1585146', '1780330', '1792928', '1806555', '1851857', '1853176', '1867335', '1920796', '1946882', '1947549', '2002683', '2003389', '2028647', '2051007', '2129039', '2132495', '2147854', '2153526', '2209573', '2223596', '2297265', '2334904', '2336737', '2357162', '3005875', '3011072', '3018122', '3077791', '3078386', '3157605', '3279080', '3287562', '3986493', '4164444', '4190211']"
尼斯,"['1291558', '1291578', '1291581', '1291833', '1291840', '1291869', '1291875', '1292062', '1292063', '1292212', '1292260', '1292271', '1292274', '1292279', '1292401', '1292720', '1292849', '1293167', '1293172', '1293317', '1295686', '1295865', '1297102', '1297570', '1297630', '1298909', '1299131', '1300275', '1300945', '1301106', '1301171', '1302467', '1304141', '1305333', '1305666', '1305903', '1306029', '1306154', '1307181', '1307542', '1307697', '1307748', '1308767', '1308779', '1308851', '1309021', '1315316', '1395776', '1417946', '1418834', '1437342', '1474185', '1759386', '1853176', '1865703', '1866424', '1866475', '1867335', '1872133', '1892510', '1922273', '1978709', '2028647', '2223596', '2297265', '2334904', '2336737', '2357162', '3018122', '4190211']"
丹尼斯,"['1291578', '1291581', '1291833', '1291869', '1292062', '1292212', '1292260', '1292849', '1293167', '1293172', '1295686', '1297102', '1297570', '1300945', '1301171', '1305333', '1305666', '1306154', '1307181', '1307542', '1307748', '1308767', '1308779', '1315316', '1417946', '1437342', '1853176', '1867335', '2223596', '2297265', '2334904', '2336737', '2357162', '3018122']"
邓,"['1291840', '1293172', '1294990', '1299327', '1303010', '1306612', '1308570', '1308777', '1418189', '1419933', '1433330', '1457217', '1476023', '2051007', '3011308']"
坂本龙,['1293172']
马吉,['1293172']
汉,"['1292063', '1292212', '1292229', '1292504', '1293124', '1293172', '1301726', '1302987', '1851857', '2053515', '3005875', '4023638']"
里克,"['1291549', '1291554', '1291559', '1291574', '1291575', '1291586', '1291832', '1291840', '1291844', '1291868', '1291878', '1292225', '1292226', '1292233', '1292234', '1292260', '1292267', '1292272', '1292343', '1292484', '1292553', '1292720', '1292728', '1292792', '1292849', '1292973', '1293172', '1293203', '1293234', '1293317', '1293353', '1293530', '1293537', '1293825', '1294262', '1294408', '1295250', '1295253', '1295280', '1295292', '1295384', '1295865', '1296753', '1296992', '1297018', '1297102', '1297192', '1297659', '1298038', '1298128', '1298586', '1299769', '1300055', '1300275', '1300303', '1300618', '1300656', '1301169', '1301171', '1301345', '1301459', '1301746', '1301753', '1301757', '1302987', '1303139', '1303246', '1304608', '1305065', '1305333', '1305724', '1306809', '1307847', '1307956', '1308753', '1308767', '1308848', '1309027', '1309045', '1309055', '1309172', '1309184', '1309201', '1315316', '1315574', '1395776', '1401524', '1401533', '1422920', '1433330', '1438652', '1457218', '1484091', '1485260', '1652587', '1759386', '1760622', '1777612', '1792928', '1793912', '1794171', '1851857', '1853176', '1858711', '1866424', '1905462', '1922273', '1945336', '1946882', '1947549', '1949328', '1950148', '1972698', '1978709', '1994876', '2078864', '2082013', '2132495', '2132932', '2146991', '2213597', '2223596', '2230906', '2256034', '2297265', '2297275', '2350904', '2353023', '2357708', '2368641', '3005875', '3011049', '3018122', '3077791', '3102668', '3103678', '3148027', '3205624', '3279080', '3289086', '3628370', '4023638']"
扬,"['1291575', '1291840', '1291843', '1292048', '1292484', '1293167', '1293172', '1293399', '1293825', '1303139', '1304643', '1304854', '1309163', '1401533', '1499148', '1851857', '2131459', '3006772', '3018123', '3077791', '3412830']"
田川,"['1293172', '1302987', '1309059', '3011091']"
洋行,"['1293172', '1302987', '1309059', '3011091']"
苟杰德,['1293172']
理查,"['1291552', '1291554', '1291841', '1291990', '1292063', '1292229', '1292262', '1292267', '1292271', '1292279', '1292401', '1292523', '1292718', '1292720', '1292722', '1292728', '1292973', '1293124', '1293135', '1293167', '1293172', '1293173', '1293530', '1293537', '1293702', '1293825', '1293929', '1294240', '1294371', '1294408', '1294941', '1294950', '1295038', '1295229', '1295384', '1296078', '1296339', '1296736', '1296996', '1297102', '1297570', '1297756', '1297995', '1298038', '1298128', '1298525', '1298624', '1299131', '1299193', '1299362', '1300275', '1302467', '1303246', '1303815', '1304585', '1304641', '1304854', '1305666', '1306029', '1307332', '1307527', '1307697', '1307847', '1308620', '1308776', '1308779', '1308819', '1309055', '1309060', '1309069', '1309103', '1309136', '1395776', '1418190', '1418192', '1422920', '1438652', '1498818', '1585146', '1760104', '1793491', '1819388', '1820156', '1867345', '1920796', '1920805', '2010975', '2033822', '2037012', '2054933', '2131459', '2146991', '2300586', '3003137', '3007773', '3008247', '3011091', '3072086', '3442220']"
查德,"['1291552', '1291841', '1291990', '1292063', '1292212', '1292217', '1292229', '1292262', '1292267', '1292271', '1292279', '1292401', '1292523', '1292718', '1292720', '1292722', '1292728', '1293124', '1293135', '1293167', '1293172', '1293173', '1293530', '1293537', '1293702', '1293929', '1294240', '1294371', '1294408', '1294941', '1294950', '1295038', '1295229', '1296078', '1296339', '1296736', '1296996', '1297102', '1297570', '1297756', '1297995', '1298038', '1298128', '1298525', '1298624', '1299131', '1299193', '1299362', '1299383', '1300275', '1300300', '1302467', '1303246', '1303815', '1304585', '1304641', '1304854', '1305666', '1307332', '1307527', '1307697', '1307847', '1307955', '1308620', '1308776', '1308779', '1308819', '1309021', '1309060', '1309069', '1309103', '1309136', '1309184', '1395776', '1418190', '1422920', '1438652', '1498818', '1760104', '1793491', '1819388', '1820156', '1863955', '1867345', '1920796', '2010975', '2033822', '2037012', '2054933', '2131459', '2146991', '2300586', '3003137', '3007773', '3008247', '3072086', '3442220']"
理查德,"['1291552', '1291841', '1291990', '1292063', '1292229', '1292262', '1292267', '1292271', '1292279', '1292401', '1292523', '1292718', '1292720', '1292722', '1292728', '1293124', '1293135', '1293167', '1293172', '1293173', '1293530', '1293537', '1293702', '1293929', '1294240', '1294371', '1294408', '1294941', '1294950', '1295038', '1295229', '1296078', '1296339', '1296736', '1296996', '1297102', '1297570', '1297756', '1297995', '1298038', '1298128', '1298525', '1298624', '1299131', '1299193', '1299362', '1300275', '1302467', '1303246', '1303815', '1304585', '1304641', '1304854', '1305666', '1307332', '1307527', '1307697', '1307847', '1308620', '1308776', '1308779', '1308819', '1309060', '1309069', '1309103', '1309136', '1395776', '1418190', '1422920', '1438652', '1498818', '1760104', '1793491', '1819388', '1820156', '1867345', '1920796', '2010975', '2033822', '2037012', '2054933', '2131459', '2146991', '2300586', '3003137', '3007773', '3008247', '3072086', '3442220']"
吴,"['1293172', '1294194', '1306471', '1308865', '1309203', '1727557', '2213591', '3148748', '3149087', '3804746']"
皱,['1293172']
缇,"['1293172', '1299745', '1315574', '1482911', '2365260', '3190880']"
格,"['1291574', '1291840', '1291937', '1292000', '1292348', '1292504', '1293172', '1295124', '1299080', '1299769', '1300303', '1300374', '1300618', '1301171', '1301726', '1302827', '1302987', '1303139', '1304102', '1304608', '1304854', '1306730', '1307527', '1308757', '1308779', '1308851', '1309043', '1309055', '1309199', '1315316', '1410556', '1417946', '1418190', '1418834', '1422920', '1438652', '1482072', '1760622', '1767042', '1793912', '1806543', '1819388', '1866424', '1873750', '1900841', '1949328', '1981242', '1994876', '2301701', '2357708', '2369549', '3078609', '3102668', '3233761', '3442220']"
凯歌,"['1291546', '1293172', '1307702', '1419969', '1891179', '2027945', '3543690', '3546019']"
陈凯歌,"['1291546', '1293172', '1307702', '1419969', '1891179', '2027945', '3543690', '3546019']"
卢燕,"['1293172', '1794435', '1828115', '3005875']"
区,"['1292326', '1292401', '1293172', '1296736', '1306319', '1307793', '1308232', '1308655', '1917577', '3005875', '3006772', '3077668']"
亨利,"['1291552', '1291579', '1291856', '1292268', '1292271', '1292274', '1292484', '1293172', '1293182', '1294371', '1294638', '1294766', '1295686', '1295865', '1296753', '1296909', '1297131', '1298038', '1300056', '1300656', '1309055', '1309084', '1309172', '1441238', '1474185', '1867335', '1885124', '1892510', '1919245', '2295401', '3005875', '3011051', '3078386']"
陈述,"['1291858', '1293172']"
鲍皓昕,['1293172']
黄文捷,['1293172']
邵茹贞,['1293172']
基,"['1291564', '1291859', '1291877', '1292047', '1292048', '1292049', '1292207', '1292229', '1293172', '1294136', '1295242', '1297478', '1300303', '1301171', '1302987', '1303246', '1307527', '1308777', '1309016', '1315574', '1401535', '1466394', '1759386', '1790373', '1793903', '1793909', '1851857', '1914652', '2144242', '2153526', '3018122', '3026357', '3148748']"
张良斌,['1293172']
梁冬,['1293172']
坦丁,"['1293124', '1293172', '1303246', '1309021', '1401535', '1945336']"
康斯坦,"['1293172', '1303246', '1309021', '1401535', '1945336']"
康斯坦丁,"['1293172', '1303246', '1309021', '1401535', '1945336']"
格雷,"['1291545', '1291549', '1291562', '1291577', '1291824', '1291844', '1291877', '1292217', '1292260', '1292267', '1292341', '1292484', '1292528', '1292722', '1292728', '1293167', '1293172', '1293173', '1293181', '1293258', '1293317', '1293555', '1293764', '1293964', '1294136', '1294362', '1294990', '1295045', '1295242', '1295865', '1296078', '1296753', '1296778', '1296996', '1297018', '1297131', '1297570', '1298525', '1298909', '1299080', '1299131', '1299193', '1300374', '1300618', '1301345', '1301757', '1302827', '1304485', '1304641', '1304854', '1305903', '1307527', '1307697', '1307847', '1307853', '1308620', '1308755', '1309020', '1309021', '1309078', '1309199', '1395776', '1401533', '1410556', '1418192', '1422920', '1432146', '1474180', '1482911', '1607471', '1760104', '1777612', '1792928', '1793912', '1820156', '1851857', '1851906', '1866264', '1866475', '1867345', '1898223', '1927369', '1950148', '2003389', '2054026', '2124586', '2132120', '2132932', '2161696', '2213591', '2223596', '2230906', '2350904', '2353023', '2361823', '3011102', '3066739', '3072086', '3078386', '3078609', '3120852', '3157605', '3215640', '3986493', '3990470']"
戈里,"['1291549', '1292722', '1293172', '1296753', '1301757', '1607471', '1898223', '2213591']"
格雷戈,"['1291549', '1292722', '1293172', '1293555', '1295242', '1296753', '1301757', '1401533', '1607471', '1777612', '1898223', '2213591', '3120852']"
格雷戈里,"['1291549', '1292722', '1293172', '1296753', '1301757', '1607471', '1898223', '2213591']"
黄汉琪,['1293172']
王涛,['1293172']
宋怀桂,['1293172']
蔡鸿翔,['1293172']
程淑艳,['1293172']
张天民,['1293172']
剧情,"['1291545', '1291546', '1291548', '1291549', '1291550', '1291552', '1291554', '1291555', '1291557', '1291558', '1291559', '1291561', '1291562', '1291564', '1291571', '1291572', '1291588', '1291818', '1291822', '1291828', '1291832', '1291833', '1291835', '1291836', '1291840', '1291841', '1291842', '1291847', '1291850', '1291851', '1291853', '1291856', '1291858', '1291859', '1291868', '1291869', '1291870', '1291875', '1291877', '1291878', '1291879', '1291937', '1291990', '1291992', '1291999', '1292000', '1292001', '1292047', '1292048', '1292049', '1292052', '1292055', '1292056', '1292062', '1292063', '1292064', '1292207', '1292208', '1292211', '1292212', '1292215', '1292216', '1292217', '1292218', '1292219', '1292220', '1292222', '1292223', '1292224', '1292229', '1292233', '1292234', '1292260', '1292262', '1292268', '1292270', '1292271', '1292272', '1292274', '1292279', '1292286', '1292288', '1292328', '1292329', '1292341', '1292343', '1292347', '1292348', '1292365', '1292370', '1292396', '1292401', '1292402', '1292434', '1292444', '1292450', '1292504', '1292528', '1292656', '1292679', '1292704', '1292718', '1292720', '1292722', '1292792', '1292849', '1292895', '1292950', '1293050', '1293145', '1293172', '1293182', '1293203', '1293234', '1293315', '1293318', '1293323', '1293350', '1293359', '1293399', '1293414', '1293475', '1293527', '1293530', '1293537', '1293544', '1293607', '1293708', '1293764', '1293818', '1293839', '1293929', '1293964', '1294007', '1294136', '1294194', '1294240', '1294371', '1294408', '1294417', '1294621', '1294638', '1294639', '1294671', '1294766', '1294833', '1294927', '1294941', '1294950', '1294963', '1295045', '1295124', '1295229', '1295399', '1295409', '1295469', '1295644', '1295686', '1295815', '1295865', '1295873', '1296157', '1296253', '1296339', '1296384', '1296436', '1296736', '1296753', '1296778', '1296837', '1296992', '1297052', '1297068', '1297192', '1297518', '1297544', '1297574', '1297630', '1297862', '1298112', '1298128', '1298346', '1298443', '1298624', '1298653', '1298759', '1298874', '1298898', '1298909', '1299062', '1299131', '1299193', '1299288', '1299327', '1299362', '1299383', '1299624', '1299661', '1299889', '1300055', '1300056', '1300064', '1300108', '1300220', '1300267', '1300275', '1300299', '1300300', '1300353', '1300374', '1300395', '1300528', '1300566', '1300618', '1300741', '1300883', '1300945', '1300960', '1301106', '1301168', '1301169', '1301174', '1301459', '1301726', '1301890', '1301912', '1301948', '1302061', '1302100', '1302303', '1302425', '1302476', '1302642', '1302795', '1302827', '1302987', '1303010', '1303021', '1303037', '1303184', '1303394', '1303485', '1303590', '1303630', '1303907', '1304056', '1304073', '1304337', '1304447', '1304530', '1304624', '1304641', '1304708', '1304826', '1304972', '1305034', '1305164', '1305179', '1305182', '1305224', '1305466', '1305487', '1305666', '1305690', '1305703', '1305713', '1306029', '1306123', '1306154', '1306160', '1306317', '1306471', '1306505', '1306730', '1306939', '1307023', '1307043', '1307106', '1307332', '1307394', '1307542', '1307681', '1307690', '1307694', '1307702', '1307748', '1307762', '1307766', '1307781', '1307793', '1307847', '1307853', '1307914', '1308076', '1308338', '1308543', '1308573', '1308575', '1308599', '1308699', '1308722', '1308741', '1308746', '1308747', '1308749', '1308777', '1308799', '1308804', '1308817', '1308820', '1308831', '1308833', '1308838', '1308854', '1308855', '1308857', '1308858', '1308865', '1308974', '1309004', '1309015', '1309016', '1309052', '1309054', '1309059', '1309060', '1309069', '1309136', '1309160', '1309163', '1309203', '1309220', '1310185', '1315316', '1315570', '1316572', '1316580', '1322851', '1323749', '1325399', '1325958', '1329286', '1329562', '1329962', '1337286', '1366853', '1381964', '1388216', '1393479', '1394819', '1401205', '1408100', '1412579', '1418019', '1418070', '1418190', '1418200', '1418605', '1418640', '1418752', '1418834', '1419297', '1419933', '1419936', '1419969', '1421809', '1421823', '1422952', '1428175', '1428577', '1428602', '1432972', '1433360', '1433577', '1436900', '1438652', '1439890', '1440703', '1441238', '1441602', '1450031', '1451430', '1455979', '1457573', '1459368', '1461964', '1461985', '1464540', '1465037', '1466394', '1467044', '1468155', '1469441', '1474180', '1474185', '1476023', '1477448', '1477894', '1478064', '1478186', '1478926', '1482072', '1482394', '1483507', '1484091', '1484760', '1485260', '1498818', '1499008', '1499148', '1578503', '1689787', '1727557', '1756073', '1760622', '1763132', '1763134', '1765009', '1766086', '1767042', '1777612', '1780330', '1781126', '1782142', '1783772', '1786739', '1786742', '1786743', '1787277', '1787291', '1788392', '1793912', '1794435', '1800597', '1806543', '1820145', '1820156', '1828115', '1829230', '1837856', '1844413', '1849031', '1850963', '1851857', '1853621', '1855834', '1857099', '1858802', '1859036', '1861411', '1863923', '1863941', '1863955', '1864810', '1865561', '1866264', '1867345', '1867408', '1872133', '1875313', '1876781', '1878360', '1885124', '1890784', '1891179', '1892510', '1892531', '1898223', '1899125', '1900841', '1905462', '1907464', '1914831', '1915312', '1915393', '1915403', '1920796', '1920805', '1926007', '1937502', '1937946', '1938312', '1945549', '1946882', '1947089', '1947091', '1947144', '1947549', '1949761', '1949811', '1949812', '1950148', '1962116', '1966464', '1978709', '1979063', '1981242', '1986338', '1994876', '1997685', '2002683', '2010975', '2018131', '2027945', '2028645', '2028647', '2028666', '2033822', '2037012', '2043546', '2044089', '2052978', '2053515', '2054933', '2055017', '2059225', '2063528', '2078864', '2082013', '2123510', '2124586', '2129039', '2132220', '2132495', '2135981', '2147121', '2148257', '2148619', '2149804', '2149806', '2154096', '2154743', '2154859', '2156663', '2156704', '2156945', '2157131', '2161696', '2181930', '2190914', '2190934', '2209368', '2209573', '2213591', '2213597', '2229427', '2230888', '2230906', '2253613', '2267369', '2268359', '2270390', '2286012', '2294568', '2297265', '2297275', '2300586', '2301701', '2326212', '2334814', '2334904', '2336737', '2354729', '2357701', '2359431', '2365260', '2369549', '2369845', '2969282', '2976111', '2976123', '2978224', '2978951', '2983389', '2996640', '3003830', '3005496', '3006302', '3006772', '3007773', '3007826', '3008247', '3011049', '3011051', '3011072', '3011091', '3011093', '3011102', '3011225', '3026357', '3036997', '3041806', '3053521', '3072086', '3072124', '3073124', '3074303', '3074503', '3077668', '3077791', '3078386', '3078609', '3103678', '3120852', '3148027', '3149087', '3155477', '3158990', '3198015', '3205624', '3212120', '3230459', '3250377', '3264045', '3268216', '3289086', '3314870', '3319755', '3412882', '3445526', '3541415', '3543690', '3546019', '3550132', '3552028', '3560787', '3596502', '3606975', '3607666', '3609075', '3626416', '3642866', '3690289', '3732780', '3734112', '3737102', '3742360', '3754946', '3792799', '3793023', '3804470', '3805953', '3820191', '3824672', '3873960', '3986493', '4004731', '4009651', '4023638', '4059245', '4097023', '4111416', '4133814', '4145476', '4151110', '4164444', '4190211', '4249355', '4268598', '4305436', '4739952', '4896263', '5344178']"
传记,"['1291822', '1291836', '1291840', '1291868', '1292268', '1293050', '1293172', '1293399', '1293414', '1293708', '1294408', '1294639', '1296736', '1305487', '1306029', '1308831', '1309015', '1441602', '1476023', '1781126', '1849031', '1863955', '1865561', '1866264', '1891179', '1898223', '1905462', '1907464', '1920805', '1962116', '2148257', '2148619', '2181930', '2230906', '2336737', '2361823', '2369549', '2996640', '3007826', '3041806', '3205624', '3552028', '3578981', '3606975', '4023638', '4164444']"
历史,"['1291822', '1291824', '1291844', '1291850', '1292207', '1292347', '1292365', '1293172', '1293399', '1293555', '1294194', '1294639', '1295120', '1295124', '1300267', '1301726', '1302987', '1304056', '1304485', '1305182', '1306505', '1307847', '1465829', '1466007', '1466394', '1476023', '1607471', '1794171', '1850963', '1853176', '1863955', '1867345', '1891179', '1907464', '1947091', '1949812', '2010975', '2018131', '2028647', '2148391', '2156704', '2181930', '2230906', '2257732', '2286642', '2294568', '2300586', '2369549', '2983389', '3041806', '3291930', '3445526', '3543690', '3546019', '3578981', '3596502', '3606975', '3626416', '4023638']"
英国,"['1291544', '1291552', '1291554', '1291564', '1291822', '1291836', '1291840', '1291853', '1292047', '1292225', '1292226', '1292233', '1292401', '1292528', '1292722', '1292728', '1292973', '1293124', '1293172', '1293350', '1293708', '1294136', '1294950', '1296157', '1296736', '1296909', '1296996', '1297659', '1298038', '1298070', '1300055', '1300220', '1300275', '1300395', '1300868', '1301169', '1301171', '1301174', '1301746', '1301890', '1302100', '1303590', '1304585', '1305182', '1306809', '1307332', '1307527', '1308755', '1308819', '1308848', '1309052', '1309055', '1418019', '1418190', '1418200', '1433330', '1433577', '1434184', '1441238', '1451911', '1457217', '1478064', '1484091', '1498831', '1759386', '1760104', '1780330', '1806543', '1806555', '1829654', '1863955', '1866264', '1866475', '1890157', '1892531', '1914652', '1920805', '1945336', '1945549', '1946882', '1950148', '1979063', '2003389', '2010975', '2044089', '2046839', '2051007', '2054024', '2147854', '2148257', '2209573', '2230906', '2338058', '3007773', '3008247', '3011051', '3011093', '3073124', '3078386', '3120852', '3578981', '3873960', '3986493', '4023638', '4164444']"
末代,['1293172']
皇帝,"['1293172', '1297223', '1297863', '1307323', '1308827', '1329936', '1856299', '1863923', '1997679', '2154868', '3742360', '3754946']"
代皇帝,['1293172']
末代皇帝,['1293172']
彼得·奥图尔,"['1293172', '1308751', '1793491', '1867335']"
黄自强,['1293172']
丹尼斯·邓,['1293172']
坂本龙一,['1293172']
马吉·汉,['1293172']
里克·扬,"['1293172', '1303139']"
田川洋行,"['1293172', '1302987', '1309059', '3011091']"
理查德·吴,['1293172']
皱缇格,['1293172']
